aids_report_number,local_event_date,event_city,event_state,event_airport,event_type,aircraft_damage,flight_phase,aircraft_make,aircraft_model,aircraft_series,operator,primary_flight_type,flight_conduct_code,flight_plan_filed_code,aircraft_registration_nbr,total_fatalities,total_injuries,aircraft_engine_make,aircraft_engine_model,engine_group_code,nbr_of_engines,pic_certificate_type,pic_flight_time_total_hrs,pic_flight_time_total_make-model,NULL,NULL
20080528834879I,28-MAY-08,LAWRENCE,KS,LAWRENCE MUNI,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,BEECH,BE-36,BE-36-A36,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,1814S,0,0,NULL,NULL,NULL,1,COMMERCIAL PILOT,4171,213,NULL,NULL
20080528835229I,28-MAY-08,PUNTA GORDA,FL,PUNTA GORDA,INCIDENT,MINOR,NORMAL CRUISE,CESSNA,CE-182,CE-182-R,NULL,INDUSTRIAL/SPECIAL,GENERAL OPERATING RULES,UNKNOWN,9386X,0,0,NULL,NULL,NULL,1,AIRLINE TRANSPORT,1000,0,NULL,NULL
20080528839589I,28-MAY-08,PHOENIX,AZ,PHOENIX-MESA GATEWAY,INCIDENT,NONE,OTHER GROUND OPERATIONS,PIPER,PA-28,PA-28-181,SABENA AIRLINE TRAINING CENTER,INSTRUCTION,PILOT SCHOOLS,UNKNOWN,4145D,0,0,NULL,NULL,NULL,1,STUDENT,35,35,NULL,NULL
20080528847789I,28-MAY-08,MOUNT VICTORY,OH,ELLIOTTS LANDING,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,VARGA,VARGA-2150A,NULL,NULL,NULL,GENERAL OPERATING RULES,UNKNOWN,4631V,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,820,50,NULL,NULL
20080529834149I,29-MAY-08,OMAHA,NE,EPPLEY AIRFIELD,INCIDENT,NONE,NORMAL CRUISE,BOEING,767,300,UNITED PARCEL SERVICE CO,ALL CARGO CARRIERS,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,311UP,0,0,NULL,NULL,NULL,2,NULL,0,0,NULL,NULL
20080529834629I,29-MAY-08,PLYMOUTH,MA,PLYMOUTH MUNI,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,PIPER,PA-28R,PA-28R-200,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,4354T,0,0,LYC   ,IO360C1C     ,O360  ,1,COMMERCIAL PILOT,285,18,NULL,NULL
20080529834669I,29-MAY-08,ANCHORAGE,AK,LAKE HOOD,INCIDENT,MINOR,"GROUND TAXI, OTHER AIRPLANE",GRUMAV,GRUMAN-J2F,GRUMAN-J2F-6,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,8563F,0,0,NULL,NULL,NULL,1,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,20000,5,NULL,NULL
20080529835159I,29-MAY-08,NULL,NULL,NULL,INCIDENT,MINOR,FINAL APPROACH,BEECH,BE-35,BE-35-H35,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,611Q ,0,0,CONT  ,IO470C       ,O470  ,1,PRIVATE PILOT,715,476,NULL,NULL
20080529835179I,29-MAY-08,JACKSONVILLE,FL,CRAIG MUNI,INCIDENT,NONE,ROLL-OUT (FIXED WING),MOONEY,M-20,M-20-E,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,6837V,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,2500,200,NULL,NULL
20080529835239I,29-MAY-08,NEW BRAUNFELS,TX,NEW BRAUNFELS MUNI,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,PIPER,PA-34,PA-34-200T,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,98HD ,0,0,NULL,NULL,NULL,2,NULL,0,0,NULL,NULL
20080529835279I,29-MAY-08,ANCHORAGE,AK,TED STEVENS ANCHORAGE INTL,INCIDENT,MINOR,NORMAL CRUISE,CESSNA,CE-441,NULL,NULL,AIR TAXI (NON-SCHEDULED),GENERAL OPERATING RULES,UNKNOWN,441SA,0,0,GARRTT,TPE33110N    ,TPE331,2,AIRLINE TRANSPORT,14650,6100,NULL,NULL
20080529835329I,29-MAY-08,MONONGAHELA,PA,ROSTRAVER,INCIDENT,MINOR,ROLL-OUT (FIXED WING),CAP,21,NULL,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,23AK ,0,1,LYC   ,AEIO360*     ,O360  ,1,COMMERCIAL PILOT FLIGHT INSTRUCTOR,1898,7,NULL,NULL
20080529837369I,29-MAY-08,SAN DIEGO,CA,BROWN FIELD MUNI,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,RAND ROBINSON,KR1,NULL,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,31SB ,0,0,AMTRVW,VW2180       ,VOLKS ,1,PRIVATE PILOT,800,75,NULL,NULL
20080529837379I,29-MAY-08,OKARCHE,OK,NULL,INCIDENT,MINOR,CLIMB,BEECH,BE-35,BE-35-F35,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,3837B,0,0,CONT  ,E2258        ,E225  ,1,PRIVATE PILOT,410,10,NULL,NULL
20080529842009I,29-MAY-08,TUCSON,AZ,TUCSON INTL,INCIDENT,MINOR,"GROUND TAXI, OTHER AIRPLANE",CESSNA,CE-182,CE-182-M,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,71879,0,0,CONT  ,O470*        ,O470  ,1,PRIVATE PILOT,1150,500,NULL,NULL
20080530833989I,30-MAY-08,SHOW LOW,AZ,NULL,INCIDENT,MINOR,ROLL-OUT (FIXED WING),BEECH,BE-35,BE-35-V35B,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,853T ,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,6500,10,NULL,NULL
20080530834579I,30-MAY-08,OKLAHOMA CITY,OK,NULL,INCIDENT,NONE,NORMAL CRUISE,JABIRU,J250,SP,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,250SL,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,730,160,NULL,NULL
20080530835069I,30-MAY-08,OCALA,FL,OCALA INTL-JIM TAYLOR FIELD,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,CESSNA,CE-177,CE-177-RG,NULL,PERSONAL,GENERAL OPERATING RULES,NONE,1897Q,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,400,70,NULL,NULL
20080530836399I,30-MAY-08,EDGEWATER,MD,LEE,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,PIPER,PA-34,PA-34-200T,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,1101X,0,0,NULL,NULL,NULL,2,PRIVATE PILOT,1205,933,NULL,NULL
20080530836579I,30-MAY-08,SAINT LOUIS,MO,LAMBERT-ST LOUIS INTL,INCIDENT,SUBSTANTIAL,ROLL-OUT (FIXED WING),BOEING,737,300,SOUTHWEST AIRLINES CO,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,685SW,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT,0,0,NULL,NULL
20080530837209I,30-MAY-08,HILLSBORO,TX,HILLSBORO MUNI,INCIDENT,MINOR,"GROUND TAXI, OTHER AIRPLANE",SKYSTAR,KITFOX,NULL,NULL,OTHER,GENERAL OPERATING RULES,NONE,962TC,0,0,ROTAX ,ROTAX912     ,912   ,NULL,NULL,0,0,NULL,NULL
20080530838119I,30-MAY-08,SMYRNA,TN,SMYRNA,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,CESSNA,CE-177,CE-177-RG,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,52944,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,1345,1318,NULL,NULL
20080530846669I,30-MAY-08,WURTSBORO,NY,WURTSBORO-SULLIVAN COUNTY,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,MOONEY,M-20,M-20-R,NULL,NULL,GENERAL OPERATING RULES,UNKNOWN,300ME,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,28,1507,NULL,NULL
20080530846699I,30-MAY-08,HARRISBURG,PA,CAPITAL CITY,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,GULSTM,GA-AA,GA-AA-5,NULL,NULL,GENERAL OPERATING RULES,UNKNOWN,5458L,0,0,LYC   ,O320*        ,O320  ,1,PRIVATE PILOT,135,135,NULL,NULL
20080531834009I,31-MAY-08,LEBANON,OR,LEBANON STATE,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,PIPER,PA-24,NULL,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,9201P,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,1836,361,NULL,NULL
20080531834159I,31-MAY-08,SMITHFIELD,KY,NULL,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,EURCPT,EC-135,EC-135-P2,AIR METHODS CORPORATION,AIR TAXI (NON-SCHEDULED),AIR TAXI/COMMUTER,UNKNOWN,137KY,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT,3216,240,NULL,NULL
20080531835319I,31-MAY-08,PITTSBURGH,PA,PITTSBURGH INTL,INCIDENT,NONE,NORMAL CRUISE,CANADAIR-BOMBARDIER,CHALLENGER,600,SKYWEST AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,479CA,0,0,NULL,NULL,NULL,2,NULL,0,0,NULL,NULL
20080531838059I,31-MAY-08,REDMOND,OR,ROBERTS FIELD,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,PIPER,PA-32,PA-32-R301T,NULL,PERSONAL,GENERAL OPERATING RULES,INSTRUMENT FLIGHT RULES,43728,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,500,250,NULL,NULL
20080531842509I,31-MAY-08,BATAVIA,NY,GENESEE COUNTY,INCIDENT,MINOR,PRACTICE TRAINING MENEUVERS,PIPER,PA-30,NULL,NULL,INSTRUCTION,GENERAL OPERATING RULES,UNKNOWN,169JB,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,9800,1748,NULL,NULL
20080531842729I,31-MAY-08,NULL,TX,JACK BROOKS RGNL,INCIDENT,MINOR,"GROUND TAXI, OTHER AIRPLANE",NEW GLASAIR,GLASAIR II,RG2,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,43KH ,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,1050,30,NULL,NULL
20080531846969I,31-MAY-08,SAINT JAMES,MN,ST JAMES MUNI,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,MOONEY,M-20,M-20-J,NULL,NULL,GENERAL OPERATING RULES,UNKNOWN,3745H,0,0,CONT  ,IO360A3B6D   ,O360  ,1,PRIVATE PILOT,532,71,NULL,NULL
20080531847429I,31-MAY-08,CLEVELAND,OH,CLEVELAND-HOPKINS INTL,INCIDENT,NONE,CLIMB,BOEING,737,800,CONTINENTAL AIRLINES INC,NULL,AIR CARRIER/COMMERCIAL,UNKNOWN,35360,0,0,NULL,NULL,NULL,2,NULL,0,0,NULL,NULL
20080531857509I,31-MAY-08,WASILLA,AK,WOLF TRACK,INCIDENT,MINOR,UNKNOWN,PIPER,PA-11,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,897CC,0,0,CONT M,O-200A       ,NULL,NULL,PRIVATE PILOT,0,0,NULL,NULL
20080601837849I,01-JUN-08,RICHMOND,VA,RICHMOND INTL,INCIDENT,MINOR,"GROUND TAXI, OTHER AIRPLANE",CESSNA,CE-401,CE-401-B,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,7991Q,0,0,NULL,NULL,NULL,2,NULL,0,0,NULL,NULL
20080601846899I,01-JUN-08,PEORIA,IL,MOUNT HAWLEY AUXILIARY,INCIDENT,NONE,CLIMB,ARONCA,AR-65,AR-65-TL,NULL,NULL,GENERAL OPERATING RULES,UNKNOWN,31837,0,0,NULL,NULL,NULL,1,AIRLINE TRANSPORT,3800,1500,NULL,NULL
20080601846969I,01-JUN-08,INDIANAPOLIS,IN,INDIANAPOLIS INTL,INCIDENT,NONE,"GROUND TAXI, OTHER AIRPLANE",CANADAIR-BOMBARDIER,CHALLENGER,600,AMERICAN EAGLE AIRLINES INC,NULL,AIR CARRIER/COMMERCIAL,UNKNOWN,521AE,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT,13689,3045,NULL,NULL
20080602835089I,02-JUN-08,ORLANDO,FL,ORLANDO SANFORD INTL,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,PIPER,PA-28R,PA-28R-201,NULL,INSTRUCTION,GENERAL OPERATING RULES,UNKNOWN,2927Q,0,0,LYC   ,IO360C1C6    ,O360  ,1,COMMERCIAL PILOT FLIGHT INSTRUCTOR,1250,169,NULL,NULL
20080602836589I,02-JUN-08,BLAIR,OK,NULL,INCIDENT,NULL,DESCENT,QUARTZ,11E,NULL,NULL,OTHER,GENERAL OPERATING RULES,UNKNOWN,722JM,0,0,CONT  ,IO360ES      ,O360  ,1,COMMERCIAL PILOT,520,30,NULL,NULL
20080602839609I,02-JUN-08,DENVER,CO,FRONT RANGE,INCIDENT,MINOR,ROLL-OUT (FIXED WING),PITTS,PITTS-S1,PITTS-S1-S,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,49306,0,0,NULL,NULL,NULL,1,COMMERCIAL PILOT,1560,1126,NULL,NULL
20080602845379I,02-JUN-08,CROSS CITY,FL,CROSS CITY,INCIDENT,MINOR,OTHER GROUND OPERATIONS,VANS,RV-9,NULL,NULL,NULL,GENERAL OPERATING RULES,UNKNOWN,92GC ,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,2500,78,NULL,NULL
20080603835009I,03-JUN-08,INDEPENDENCE,KS,INDEPENDENCE MUNI,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,BEECH,BE-35,BE-35-C35,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,673D ,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,166,55,NULL,NULL
20080603839209I,03-JUN-08,LAKELAND,FL,LAKELAND LINDER RGNL,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,LIBERTY,XL-2,NULL,NULL,INSTRUCTION,GENERAL OPERATING RULES,UNKNOWN,517XL,0,0,NULL,NULL,NULL,1,STUDENT,41,27,NULL,NULL
20080603839259I,03-JUN-08,NULL,NULL,NULL,INCIDENT,MINOR,FCD/PREC LDG FROM CRUISE,CESSNA,CE-120,NULL,NULL,PERSONAL,GENERAL OPERATING RULES,NONE,72338,0,0,CONT  ,C85*         ,C85   ,1,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,2036,56,NULL,NULL
20080603841969I,03-JUN-08,PARKER,AZ,AVI SUQUILLA,INCIDENT,MINOR,TOUCH AND GO LANDING,BEECH,BE-33,BE-33-F33A,AIRLINE TRAINING CTR ARIZONA,INSTRUCTION,GENERAL OPERATING RULES,UNKNOWN,5519A,0,0,NULL,NULL,NULL,1,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,15500,4000,NULL,NULL
20080604836429I,04-JUN-08,SEATTLE,WA,BOEING FIELD/KING COUNTY INTL,INCIDENT,MINOR,"GROUND TAXI, OTHER AIRPLANE",CESSNA,CE-180,NULL,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,1578C,0,0,NULL,NULL,NULL,1,COMMERCIAL PILOT,0,0,NULL,NULL
20080604838019I,04-JUN-08,SAN FRANCISCO,CA,SAN FRANCISCO INTL,INCIDENT,NONE,TO INITIAL CLIMB (1ST POWER REDUCTION),EMBRAER,EMB-120 BRASILIA,ER,SKYWEST AIRLINES INC,SUPPLEMENTAL OR COMMERCIAL OPERATOR,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,284YV,0,0,PWA   ,PW118        ,118   ,2,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,6900,2900,NULL,NULL
20080604838519I,04-JUN-08,MEXICO,MO,NULL,INCIDENT,MINOR,LOW LEVEL OPERATIONS,CESSNA,CE-188,CE-188-B,"WOOD, JAMES F",AERIAL APPLICATOR,AGRICULTURAL,UNKNOWN,90834,0,0,CONT  ,IO520D       ,O520  ,1,COMMERCIAL PILOT FLIGHT INSTRUCTOR,0,0,NULL,NULL
20080604839679I,04-JUN-08,TUCSON,AZ,RYAN FIELD,INCIDENT,MINOR,"GROUND TAXI, OTHER AIRPLANE",PIPER,PA-28,PA-28-235,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,8542W,0,0,NULL,NULL,NULL,1,COMMERCIAL PILOT,7500,0,NULL,NULL
20080604840229I,04-JUN-08,NULL,AR,NORTH LITTLE ROCK MUNI,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,PIPER,PA-32,PA-32-RT300T,NULL,NULL,GENERAL OPERATING RULES,NONE,2150B,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,596,172,NULL,NULL
20080604852219I,04-JUN-08,LEXINGTON,TX,NULL,INCIDENT,NONE,OTHER-SPECIFY,NULL,NULL,NULL,AUSTIN SKYDIVING CENTER INC,NULL,PARACHUTE JUMPING,NULL,NONE ,0,0,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL
20080605834609I,05-JUN-08,LITTLE ROCK,AR,ADAMS FIELD,INCIDENT,MINOR,SIMULATED FORCED LANDING FINAL APPROACH,BEECH,BE-76,NULL,NULL,INSTRUCTION,NULL,UNKNOWN,3734K,0,0,NULL,NULL,NULL,2,COMMERCIAL PILOT FLIGHT INSTRUCTOR,600,37,NULL,NULL
20080605835139I,05-JUN-08,ORLANDO,FL,ORLANDO SANFORD INTL,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,CIRRUS,CIRRUS-SR,CIRRUS-SR-20,DELTA CONNECTION,INSTRUCTION,GENERAL OPERATING RULES,UNKNOWN,475DA,0,0,NULL,NULL,NULL,1,COMMERCIAL PILOT FLIGHT INSTRUCTOR,282,83,NULL,NULL
20080605837799I,05-JUN-08,MURPHY,ID,MURPHY,INCIDENT,MINOR,ROLL-OUT (FIXED WING),NULL,NULL,NULL,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,716DH,0,0,NULL,NULL,NULL,NULL,PRIVATE PILOT,2200,45,NULL,NULL
20080605839709I,05-JUN-08,MEXICO,MO,NULL,INCIDENT,NONE,LOW LEVEL OPERATIONS,CESSNA,CE-188,CE-188-A,"KILLAM, RODNEY A",AERIAL APPLICATOR,GENERAL OPERATING RULES,UNKNOWN,9932G,0,0,CONT  ,IO520*       ,O520  ,1,COMMERCIAL PILOT,0,0,NULL,NULL
20080605842519I,05-JUN-08,GREAT VALLEY,NY,GREAT VALLEY,INCIDENT,MINOR,GO ROUND (ABORTED VISUAL FLIGHT RULES),CESSNA,CE-182,CE-182-R,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,2358C,0,0,LYC   ,O540*        ,O540  ,1,PRIVATE PILOT,450,0,NULL,NULL
20080605847379I,05-JUN-08,CHICAGO,IL,CHICAGO MIDWAY INTL,INCIDENT,MINOR,IN TRAFFIC PATTERN-CIRCLING,ECLIPSE AVIATION,ECLIPSE 500,NULL,NULL,NULL,GENERAL OPERATING RULES,UNKNOWN,612KB,0,0,NULL,PW610        ,NULL,2,AIRLINE TRANSPORT,21500,300,NULL,NULL
20080606835039I,06-JUN-08,TORRANCE,CA,ZAMPERINI FIELD,INCIDENT,MINOR,ROLL-OUT (FIXED WING),PIPER,PA-24,PA-24-260,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,9016P,0,0,LYC   ,IO540*       ,O540  ,1,PRIVATE PILOT,1510,1158,NULL,NULL
20080606835189I,06-JUN-08,CALDWELL,ID,HUBLER FIELD,INCIDENT,MINOR,TO INITIAL CLIMB (1ST POWER REDUCTION),PIPER,PA-20,PA-22-22,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,7019K,0,0,LYC   ,O290*        ,O290  ,1,COMMERCIAL PILOT,2000,90,NULL,NULL
20080606838089I,06-JUN-08,PERRIS,CA,NULL,INCIDENT,SUBSTANTIAL,TOUCH AND GO LANDING,STRIPLIN,LONE RANGER,NULL,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,5099F,0,0,NULL,NULL,NULL,1,NULL,400,278,NULL,NULL
20080606841289I,06-JUN-08,NOME,AK,NOME,INCIDENT,MINOR,CLIMB,RAYTHEON,1900,C-1,FRONTIER FLYING SERVICE INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,575Z ,0,0,NULL,NULL,NULL,2,NULL,0,0,NULL,NULL
20080606846719I,06-JUN-08,ALMENA,WI,NULL,INCIDENT,MINOR,LOW LEVEL OPERATIONS,TEXHEL,TEXHEL-OH13,TEXHEL-OH13-H,NULL,NULL,AGRICULTURAL,UNKNOWN,1001N,0,0,LYC   ,VO435*       ,O435  ,1,COMMERCIAL PILOT,550,200,NULL,NULL
20080606848639I,06-JUN-08,KAPOLEI,HI,KALAELOA (JOHN RODGERS FIELD),INCIDENT,MINOR,GO ROUND (ABORTED VISUAL FLIGHT RULES),PIPER,PA-28R,PA-28R-200,NULL,NULL,GENERAL OPERATING RULES,UNKNOWN,1366T,0,0,NULL,NULL,NULL,1,NULL,400,15,NULL,NULL
20080606852179I,06-JUN-08,LAS VEGAS,NV,MC CARRAN INTL,INCIDENT,MINOR,LANDING,MCDONNELL-DOUGLAS-BOEING,MD-80,83,ALLEGIANT AIR LLC,NULL,AIR CARRIER/COMMERCIAL,NULL,861GA,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT,9500,4200,NULL,NULL
20080607834169I,07-JUN-08,OMAHA,NE,EPPLEY AIRFIELD,INCIDENT,NONE,NORMAL CRUISE,CANADAIR-BOMBARDIER,CHALLENGER,600,PINNACLE AIRLINES INC,SUPPLEMENTAL OR COMMERCIAL OPERATOR,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,8694A,0,0,NULL,NULL,NULL,2,NULL,0,0,NULL,NULL
20080607842279I,07-JUN-08,SAN DIEGO,CA,MC CLELLAN-PALOMAR,INCIDENT,MINOR,ROLL-OUT (FIXED WING),VANS,RV-9,RV-9-A,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,557BD,0,0,NULL,NULL,NULL,1,NULL,0,0,NULL,NULL
20080607843159I,07-JUN-08,DUANESBURG,NY,DUANESBURG,INCIDENT,NONE,PARACHUTE JUMPING,CESSNA,CE-182,CE-182-F,NULL,OTHER,GENERAL OPERATING RULES,UNKNOWN,3657U,1,0,NULL,NULL,NULL,1,PRIVATE PILOT,0,0,NULL,NULL
20080607843499I,07-JUN-08,EL RENO,OK,EL RENO RGNL,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,CESSNA,CE-182,CE-182-Q,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,5099N,0,0,CONT  ,O470*        ,O470  ,1,PRIVATE PILOT,170,15,NULL,NULL
20080607846809I,07-JUN-08,MINNEAPOLIS,MN,FLYING CLOUD,INCIDENT,MINOR,ROLL-OUT (FIXED WING),BLANCA,BL-7,BL-7-ECA,NULL,NULL,GENERAL OPERATING RULES,UNKNOWN,8334V,0,0,LYC   ,O235*        ,O235  ,1,COMMERCIAL PILOT,1416,928,NULL,NULL
20080608836749I,08-JUN-08,FREDERICK,MD,FREDERICK MUNI,INCIDENT,MINOR,TAKEOFF GROUND ROLL,BEECH,BE-58,NULL,NULL,INSTRUCTION,GENERAL OPERATING RULES,UNKNOWN,1856S,0,0,NULL,NULL,NULL,2,COMMERCIAL PILOT FLIGHT INSTRUCTOR,3900,7,NULL,NULL
20080608848309I,08-JUN-08,MINNEAPOLIS,MN,MINNEAPOLIS-ST PAUL INTL/WOLD-CHAMBERLAIN,INCIDENT,MINOR,"GROUND TAXI, OTHER AIRPLANE",AIRBUS,A330,320,NORTHWEST AIRLINES INC,NULL,AIR CARRIER/COMMERCIAL,UNKNOWN,819NW,0,0,PWA   ,PW4168A      ,4168  ,2,AIRLINE TRANSPORT,0,0,NULL,NULL
20080609834089I,09-JUN-08,HEBER CITY,UT,NULL,INCIDENT,SUBSTANTIAL,HOVERING,ROBSIN,R-22,R-22-BETA,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,4125M,0,0,NULL,NULL,NULL,1,COMMERCIAL PILOT FLIGHT INSTRUCTOR,933,833,NULL,NULL
20080609834389I,09-JUN-08,FRESNO,CA,FRESNO YOSEMITE INTL,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,MOONEY,M-20,M-20-J,NULL,PERSONAL,GENERAL OPERATING RULES,NONE,201BC,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,250,135,NULL,NULL
20080609836869I,09-JUN-08,HERNANDO,MS,NULL,INCIDENT,MINOR,FORCED/PRECAUTIONARY LANDING,BEECH,BE-58,NULL,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,827VJ,0,0,CONT  ,IO520*       ,O520  ,2,PRIVATE PILOT,1200,650,NULL,NULL
20080610835199I,10-JUN-08,SPARTANBURG,SC,SPARTANBURG DOWNTOWN MEMORIAL,INCIDENT,MINOR,ROLL-OUT (FIXED WING),BLANCA,BL-7,BL-7-AC,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,82224,0,0,NULL,NULL,NULL,1,NULL,0,0,NULL,NULL
20080610835209I,10-JUN-08,MESA,AZ,FALCON FLD,INCIDENT,MINOR,DESCENT,MDDH,MD-900,NULL,NULL,OTHER,GENERAL OPERATING RULES,UNKNOWN,9016W,0,0,NULL,NULL,NULL,2,COMMERCIAL PILOT FLIGHT INSTRUCTOR,8000,500,NULL,NULL
20080610842269I,10-JUN-08,OLATHE,KS,JOHNSON COUNTY EXECUTIVE,INCIDENT,MINOR,ROLL-OUT (FIXED WING),MOONEY,M-20,M-20-E,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,5520Q,0,0,NULL,NULL,NULL,1,COMMERCIAL PILOT FLIGHT INSTRUCTOR,12000,2000,NULL,NULL
20080611836849I,11-JUN-08,VICI,OK,VICI MUNI,INCIDENT,MINOR,FCD/PREC LDG FROM CRUISE,KITFOX,KITFOX,NULL,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,5929 ,0,0,ROTAX ,ROTAX912ULS  ,912   ,1,COMMERCIAL PILOT FLIGHT INSTRUCTOR,2500,92,NULL,NULL
20080611839959I,11-JUN-08,BOZEMAN,MT,BOZEMAN YELLOWSTONE INTL,INCIDENT,MINOR,NORMAL CRUISE,BEECH,BE-200,NULL,NULL,EXECUTIVE,NULL,UNKNOWN,GYDQ ,0,0,NULL,NULL,NULL,2,NULL,0,0,NULL,NULL
20080611839999I,11-JUN-08,PRESCOTT,AZ,ERNEST A. LOVE FIELD,INCIDENT,MINOR,"GROUND TAXI, OTHER AIRPLANE",CESSNA,CE-182,CE-182-K,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,3037Q,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,1184,700,NULL,NULL
20080611840389I,11-JUN-08,FRESNO,CA,FRESNO YOSEMITE INTL,INCIDENT,NONE,TO INITIAL CLIMB (1ST POWER REDUCTION),CESSNA,CE-208,CE-208-B,WEST AIR INC,AIR TAXI (NON-SCHEDULED),GENERAL OPERATING RULES,UNKNOWN,984FE,0,0,PWA   ,PT6A114      ,PT6   ,1,NULL,0,0,NULL,NULL
